Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Prediksi_Status,Skor_Risiko_Dropout
Single,17,1,9085,1,1,127.0,1,19,38,194,193,117.6,No,No,No,Yes,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,90.81
Single,43,3,9500,1,1,126.0,1,38,37,6,5,124.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,8,5,11.98,0,0,7,8,5,11.98,0,7.6,2.6,0.32,Enrolled,Enrolled,2.45
Single,1,2,9853,1,1,112.0,1,37,37,191,182,106.1,Yes,No,Yes,Yes,Female,Yes,20,No,0,7,7,7,13.857142857142858,0,0,7,8,7,12.571428571428571,0,8.9,1.4,3.51,Graduate,Graduate,0.19
Married,1,1,8014,0,1,150.0,1,1,37,4,7,139.9,Yes,No,No,Yes,Female,No,24,No,0,6,9,5,13.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,Graduate,2.67
Single,1,1,9070,1,1,116.0,1,1,1,1,1,110.8,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,12.833333333333334,0,0,6,10,6,11.166666666666666,0,12.4,0.5,1.79,Graduate,Graduate,2.38
Single,17,3,9147,1,1,118.0,1,1,19,5,7,118.0,No,No,No,Yes,Female,No,20,No,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,Enrolled,Enrolled,4.97
Single,1,1,9500,1,1,130.0,1,19,37,9,9,117.8,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,12.357142857142858,0,0,8,8,7,12.357142857142858,0,12.7,3.7,-1.7,Graduate,Graduate,0.51
Single,1,6,9500,1,1,144.0,1,1,37,9,9,127.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,13.857142857142858,0,0,8,8,7,13.857142857142858,0,12.7,3.7,-1.7,Graduate,Graduate,1.45
Single,17,2,9238,1,3,105.0,1,37,37,7,8,129.7,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.333333333333334,0,0,6,6,6,10.666666666666666,0,9.4,-0.8,-3.12,Graduate,Graduate,1.96
Single,17,1,9500,1,1,143.0,1,37,37,9,8,130.6,Yes,No,No,Yes,Female,No,20,No,0,7,8,7,12.847142857142858,0,0,8,10,8,13.788888888888888,0,16.2,0.3,-0.92,Graduate,Graduate,11.24
Single,17,2,9500,1,1,137.0,1,19,37,4,7,126.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,9,6,12.339999999999998,0,0,8,9,8,13.01875,0,11.1,0.6,2.02,Graduate,Graduate,5.02
Single,44,1,9085,1,39,140.0,1,3,1,2,3,140.0,Yes,No,No,Yes,Female,No,19,No,0,6,10,5,12.666666666666666,0,0,6,19,4,11.75,0,12.4,0.5,1.79,Enrolled,Enrolled,4.92
Single,1,1,9773,1,1,133.1,1,3,19,4,5,105.0,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,13.833333333333334,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,Graduate,1.97
Single,17,2,9147,1,1,116.0,1,1,38,4,3,114.6,Yes,No,No,Yes,Female,No,19,No,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,Dropout,Dropout,82.48
Single,17,5,9853,1,1,117.0,1,38,38,9,7,114.6,Yes,No,No,Yes,Female,No,19,No,0,6,11,4,13.25,0,0,6,10,4,10.25,0,9.4,-0.8,-3.12,Dropout,Dropout,62.71
Single,17,1,9500,1,1,137.0,1,38,37,7,5,131.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,13.73125,0,0,8,8,8,13.73125,0,9.4,-0.8,-3.12,Graduate,Graduate,0.76
Single,17,4,9070,1,1,116.0,1,38,37,9,9,109.0,No,No,No,Yes,Female,Yes,23,No,0,6,6,6,13.333333333333334,0,0,6,8,3,12.666666666666666,0,11.1,0.6,2.02,Dropout,Graduate,23.97
Single,1,1,9853,1,1,133.1,1,19,19,9,8,132.0,Yes,No,No,Yes,Female,No,21,No,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,Dropout,Dropout,61.75
Single,44,1,8014,0,39,130.0,1,37,38,6,6,130.0,Yes,No,No,Yes,Female,No,23,No,5,9,10,9,10.88888888888889,0,3,8,10,6,11.333333333333334,0,11.1,0.6,2.02,Graduate,Graduate,4.25
Single,1,3,9500,1,1,106.0,1,19,37,9,7,109.5,Yes,No,No,Yes,Female,No,19,No,0,7,8,7,13.025,0,0,8,9,8,13.811111111111112,0,13.9,-0.3,0.79,Graduate,Graduate,3.11
Single,17,2,9773,1,1,125.0,1,1,38,5,6,115.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate,Graduate,1.15
Single,1,1,9773,1,1,134.0,1,19,37,9,9,131.6,Yes,Yes,No,Yes,Female,No,19,No,0,6,10,5,11.8,0,0,6,10,5,12.0,0,10.8,1.4,1.74,Graduate,Enrolled,13.37
Single,39,1,9500,1,1,133.1,1,19,37,9,9,120.0,No,No,No,Yes,Female,Yes,25,No,0,8,8,7,12.042857142857144,0,0,8,8,7,12.042857142857144,0,12.7,3.7,-1.7,Graduate,Graduate,2.97
Single,1,2,9853,1,1,117.0,1,1,38,4,9,109.7,Yes,No,No,Yes,Female,No,19,No,0,6,9,5,12.2,0,0,6,10,4,13.0,0,9.4,-0.8,-3.12,Enrolled,Enrolled,15.75
Single,1,1,9500,1,1,136.0,1,1,19,5,7,136.4,No,No,No,Yes,Female,Yes,19,No,0,7,8,7,12.8375,0,0,8,8,8,15.5,0,13.9,-0.3,0.79,Graduate,Graduate,2.13
Single,39,1,9556,1,1,120.0,1,38,38,191,193,120.0,No,No,Yes,Yes,Female,Yes,24,No,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,Graduate,Graduate,1.58
Single,1,1,9670,1,1,135.0,1,37,37,9,7,132.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,13.5,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate,Graduate,8.36
Single,17,5,9238,1,1,122.0,1,37,37,7,5,112.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.125,0,0,6,7,6,12.714285714285714,0,16.2,0.3,-0.92,Graduate,Graduate,0.74
Single,1,5,9500,1,1,147.0,1,37,37,9,9,134.3,No,No,No,Yes,Female,Yes,18,No,0,8,12,7,12.62857142857143,0,0,8,12,7,12.62857142857143,0,12.7,3.7,-1.7,Graduate,Graduate,0.69
Single,39,1,9991,0,1,120.0,1,38,1,9,4,123.2,No,No,No,Yes,Female,No,27,No,0,5,9,3,10.666666666666666,0,0,5,7,4,11.4,0,10.8,1.4,1.74,Enrolled,Enrolled,29.24
Single,17,3,9238,1,1,121.0,1,1,1,4,5,117.2,No,No,No,Yes,Female,No,19,No,0,6,11,5,11.2,0,0,6,13,5,11.6,0,15.5,2.8,-4.06,Graduate,Graduate,4.9
Single,18,1,9773,1,1,135.0,1,1,1,3,3,129.8,No,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,Dropout,Graduate,14.59
Married,39,1,9670,1,1,130.0,1,37,37,9,0,158.0,No,No,Yes,No,Female,No,34,No,0,6,7,4,13.5,0,0,6,6,0,0.0,6,12.7,3.7,-1.7,Dropout,Dropout,98.18
Single,1,6,9147,1,1,128.0,1,37,37,9,9,116.5,No,No,No,Yes,Female,No,18,No,0,5,9,3,11.666666666666666,0,0,5,15,2,11.0,0,7.6,2.6,0.32,Enrolled,Enrolled,31.93
Single,1,1,9147,1,1,129.0,1,37,38,4,9,121.0,Yes,No,No,Yes,Female,No,18,No,0,5,8,2,10.5,0,0,5,7,3,12.333333333333334,0,7.6,2.6,0.32,Enrolled,Enrolled,4.75
Single,1,3,9500,1,1,143.0,1,37,38,7,7,133.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,14.26875,0,0,8,8,8,14.26875,0,9.4,-0.8,-3.12,Enrolled,Graduate,2.45
Single,1,2,9773,1,1,108.0,1,38,38,7,7,115.0,Yes,No,Yes,No,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,Dropout,95.04
Single,1,1,9147,1,1,130.0,1,19,37,9,9,131.8,Yes,No,No,Yes,Female,Yes,19,No,0,5,8,2,10.5,0,0,5,11,3,13.333333333333334,0,7.6,2.6,0.32,Enrolled,Enrolled,6.54
Single,1,1,9238,1,1,135.0,1,37,1,3,5,121.0,No,No,No,Yes,Female,No,21,No,0,6,11,5,11.2,0,0,6,15,1,10.0,0,7.6,2.6,0.32,Enrolled,Enrolled,18.73
Married,39,1,9991,0,3,140.0,1,19,19,9,7,152.4,No,No,No,Yes,Female,No,26,No,0,5,5,5,12.0,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate,Graduate,7.96
Single,43,2,9556,1,1,120.0,1,1,19,4,3,110.2,No,No,No,Yes,Female,No,27,No,0,7,9,7,12.228571428571428,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,Graduate,Graduate,13.05
Single,1,1,9670,1,1,117.0,1,1,38,5,1,113.5,Yes,No,No,Yes,Female,No,20,No,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate,Graduate,6.09
Single,17,1,9238,1,1,151.0,1,19,1,5,0,144.4,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,15.375,0,0,6,7,6,16.428571428571427,0,16.2,0.3,-0.92,Graduate,Graduate,4.74
Single,53,1,9085,1,42,140.0,1,1,1,5,5,143.3,Yes,No,No,No,Female,No,23,No,7,12,19,9,13.666666666666666,0,4,9,15,6,13.5,0,8.9,1.4,3.51,Enrolled,Graduate,18.2
Single,39,1,9500,1,19,133.1,1,1,5,4,3,100.0,No,No,No,Yes,Female,No,24,No,0,8,11,7,12.614285714285714,0,0,8,11,7,12.614285714285714,0,12.7,3.7,-1.7,Graduate,Graduate,2.34
Single,44,1,9238,1,39,130.0,1,38,38,6,9,126.3,Yes,No,No,Yes,Female,Yes,19,No,3,6,7,5,12.2,0,2,6,6,6,11.5,0,13.9,-0.3,0.79,Graduate,Graduate,1.09
Single,1,1,9773,1,1,125.0,1,19,38,3,5,115.9,No,No,No,Yes,Female,No,19,No,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,Graduate,Enrolled,11.63
Single,1,4,9238,1,1,125.0,1,19,38,9,6,114.9,Yes,No,Yes,Yes,Female,Yes,19,No,0,6,9,5,11.4,0,0,6,9,3,10.0,0,8.9,1.4,3.51,Enrolled,Enrolled,12.13
Single,1,1,9238,1,1,135.0,1,37,19,5,10,121.0,No,No,Yes,Yes,Female,No,18,No,0,6,10,5,10.6,0,0,6,14,2,10.0,0,7.6,2.6,0.32,Enrolled,Enrolled,23.91
Single,51,1,8014,0,1,121.0,1,1,38,5,7,112.3,No,No,No,Yes,Female,No,22,No,14,16,16,13,10.923076923076923,0,13,13,13,11,11.454545454545457,0,16.2,0.3,-0.92,Graduate,Graduate,4.06
Single,43,1,9070,1,1,141.0,1,1,19,5,10,127.0,No,No,No,Yes,Female,No,20,No,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,Graduate,Enrolled,6.83
Single,39,1,9003,1,1,130.0,1,19,19,9,9,120.0,No,No,No,Yes,Female,No,25,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Dropout,87.01
Single,44,1,9003,1,39,180.0,1,1,3,4,2,180.0,No,No,No,Yes,Female,No,21,No,0,6,6,6,15.833333333333334,0,0,6,8,6,15.5,0,15.5,2.8,-4.06,Graduate,Graduate,3.08
Single,1,1,9500,1,1,117.0,1,19,19,194,193,117.4,Yes,No,No,Yes,Female,No,19,No,0,7,12,5,11.8,0,0,7,9,6,11.708333333333334,0,11.1,0.6,2.02,Enrolled,Enrolled,4.59
Single,17,4,9773,1,1,127.0,1,1,19,4,1,115.8,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,12.571428571428571,0,0,6,6,6,13.666666666666666,0,13.9,-0.3,0.79,Graduate,Graduate,2.03
Single,1,3,9670,1,1,126.0,1,37,37,0,0,136.5,Yes,No,No,Yes,Female,No,18,No,0,5,7,3,12.0,0,0,5,7,4,13.25,1,7.6,2.6,0.32,Graduate,Graduate,8.92
Single,17,3,9500,1,1,143.0,1,3,3,9,7,129.0,Yes,No,No,Yes,Male,No,19,No,0,7,8,7,13.3625,0,0,8,9,8,14.444444444444445,0,13.9,-0.3,0.79,Graduate,Graduate,17.08
Single,1,1,9085,1,1,144.0,13,3,3,6,6,137.6,Yes,No,No,Yes,Female,Yes,19,Yes,0,5,6,5,15.4,0,0,5,5,5,16.0,0,10.8,1.4,1.74,Graduate,Graduate,1.25
Single,17,2,9773,1,1,126.0,1,37,38,5,5,129.5,Yes,No,Yes,No,Female,No,18,No,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,Dropout,Dropout,95.18
Single,51,1,9238,1,39,140.0,1,38,38,5,7,129.1,Yes,No,No,Yes,Female,Yes,20,No,6,11,11,11,12.818181818181818,0,6,11,11,11,13.545454545454543,0,12.4,0.5,1.79,Graduate,Graduate,0.6
Single,17,5,9500,1,1,148.0,1,1,19,4,8,130.2,Yes,No,No,Yes,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,96.66
Single,42,1,9500,1,1,100.0,1,19,37,5,7,134.3,Yes,No,No,Yes,Female,No,28,No,12,17,21,17,13.394736842105264,0,11,17,19,17,13.554736842105264,0,16.2,0.3,-0.92,Graduate,Graduate,11.63
Single,1,1,9238,1,1,151.0,1,37,1,9,9,138.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,8,6,14.25,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,Graduate,Graduate,0.66
Single,42,1,8014,0,1,120.0,1,37,38,90,7,120.0,Yes,No,No,Yes,Female,No,30,No,9,11,19,9,13.444444444444445,1,5,7,7,7,14.714285714285714,0,7.6,2.6,0.32,Dropout,Dropout,54.15
Single,1,4,9500,1,1,135.0,1,1,19,9,7,123.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,7,12.285714285714286,0,0,8,10,8,11.7375,0,12.4,0.5,1.79,Graduate,Graduate,3.18
Single,1,2,9070,1,1,121.0,1,19,19,3,3,116.1,Yes,No,No,Yes,Female,No,22,No,0,6,7,6,11.666666666666666,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,Graduate,Graduate,12.45
Single,1,1,9254,1,1,116.0,1,38,38,5,8,110.8,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,Graduate,2.89
Single,17,1,9853,1,1,147.0,1,37,37,9,9,142.8,Yes,No,No,Yes,Female,No,23,No,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,Dropout,Dropout,92.31
Single,17,4,9070,1,1,160.0,1,1,19,5,7,155.5,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.0,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate,Graduate,8.0
Single,1,1,9853,1,1,133.0,1,37,19,7,7,126.7,Yes,No,No,Yes,Female,No,18,No,0,6,9,5,11.833333333333334,0,0,6,6,4,12.0,0,15.5,2.8,-4.06,Enrolled,Enrolled,40.47
Married,39,1,9773,1,19,100.0,1,37,37,0,0,163.5,No,No,Yes,No,Male,No,50,No,0,6,7,1,15.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,99.3
Single,1,1,171,1,1,151.0,41,3,3,2,5,161.9,Yes,No,No,Yes,Female,Yes,19,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,Graduate,8.95
Single,17,2,9254,1,1,124.0,41,19,38,9,9,123.3,Yes,No,No,Yes,Female,No,22,Yes,0,6,7,6,10.833333333333334,0,0,6,6,6,10.666666666666666,0,13.9,-0.3,0.79,Graduate,Graduate,15.21
Single,44,1,9238,1,39,140.0,41,1,1,4,6,137.5,No,No,Yes,Yes,Female,Yes,23,Yes,3,6,7,6,13.142857142857142,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,Graduate,0.65
Single,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,No,No,Yes,No,Female,Yes,20,No,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout,Dropout,90.29
Divorced,39,1,9238,1,19,133.1,1,37,37,9,10,103.5,No,No,No,No,Female,No,44,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Dropout,99.34
Divorced,39,1,9003,1,19,133.1,1,37,37,9,9,110.0,No,No,No,Yes,Male,No,49,No,6,12,17,7,12.0,0,3,12,19,9,11.22222222222222,0,15.5,2.8,-4.06,Graduate,Graduate,9.27
Married,43,1,9991,0,1,100.0,1,37,37,9,9,128.2,No,No,No,Yes,Male,No,46,No,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,Graduate,Graduate,13.8
Single,39,1,9085,1,39,120.0,1,37,37,1,9,137.7,Yes,No,No,No,Male,No,41,No,3,3,3,3,12.333333333333334,0,2,2,2,2,11.0,0,12.4,0.5,1.79,Dropout,Dropout,98.52
Single,17,3,9500,1,1,133.0,1,38,19,9,8,128.8,Yes,No,No,Yes,Male,No,18,No,0,7,8,7,11.8375,0,0,8,9,8,12.48125,0,13.9,-0.3,0.79,Graduate,Graduate,14.45
Widower,39,1,9991,0,1,120.0,1,37,1,9,2,170.0,No,No,No,Yes,Male,No,43,No,0,5,5,5,11.8,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Graduate,Graduate,7.34
Divorced,39,2,9147,1,19,133.1,1,37,37,9,7,116.4,No,No,Yes,No,Male,No,70,No,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,99.23
Divorced,39,1,9130,1,19,133.1,1,37,38,9,4,100.9,No,No,No,Yes,Male,No,48,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,99.16
Married,43,1,9003,1,1,133.1,1,37,37,9,7,136.0,No,No,No,Yes,Male,No,41,No,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,15.5,2.8,-4.06,Graduate,Graduate,6.82
Single,1,1,9254,1,1,140.0,1,19,19,9,3,130.0,No,No,No,Yes,Male,No,21,No,0,6,8,6,12.571428571428571,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Enrolled,Enrolled,11.51
Single,39,1,33,1,1,100.0,41,38,37,9,8,100.0,No,No,Yes,No,Male,No,35,Yes,0,7,18,3,11.25,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,Dropout,99.42
Married,39,1,9130,1,19,133.1,1,2,1,2,9,157.0,Yes,No,No,Yes,Male,No,44,No,1,5,13,4,14.0,3,1,5,9,4,15.5,2,10.8,1.4,1.74,Graduate,Graduate,14.85
Single,1,1,9147,1,1,143.0,1,3,1,5,5,152.1,Yes,No,Yes,Yes,Male,No,18,No,0,5,15,4,13.333333333333334,0,0,5,6,2,13.5,0,13.9,-0.3,0.79,Dropout,Dropout,61.39
Married,1,1,8014,0,1,165.0,1,37,37,0,0,162.9,Yes,No,No,Yes,Male,No,45,No,0,6,7,6,13.666666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,Graduate,Graduate,1.53
Single,1,1,9254,1,1,154.0,1,3,1,2,1,137.2,No,No,No,Yes,Male,No,20,No,0,6,12,3,10.0,0,0,6,9,5,10.8,0,15.5,2.8,-4.06,Enrolled,Enrolled,23.68
Single,44,1,9003,1,39,140.0,1,1,38,9,1,140.0,Yes,No,No,Yes,Male,No,22,No,0,6,12,5,12.6,0,0,6,11,6,11.714285714285714,0,12.4,0.5,1.79,Graduate,Graduate,5.24
Single,43,1,9119,1,1,140.0,1,37,38,5,7,146.5,No,No,No,Yes,Male,No,39,No,0,5,10,3,17.333333333333332,0,0,5,11,1,17.0,0,13.9,-0.3,0.79,Dropout,Dropout,71.98
Single,44,1,9085,1,39,130.0,1,2,2,6,6,130.0,No,No,No,No,Male,No,20,No,2,6,10,5,13.2,0,1,6,21,3,12.0,0,12.4,0.5,1.79,Enrolled,Enrolled,17.62
Married,39,1,9147,1,19,133.1,1,37,19,9,3,128.0,No,No,No,Yes,Male,No,49,No,0,5,9,3,14.0,0,0,5,8,3,13.666666666666666,0,8.9,1.4,3.51,Dropout,Enrolled,27.8
Single,7,1,9556,1,4,190.0,1,5,5,2,2,190.0,Yes,No,No,Yes,Male,No,43,No,4,4,4,4,13.875,0,1,1,1,1,12.5,0,11.1,0.6,2.02,Dropout,Dropout,97.87
Married,39,1,9991,0,1,120.0,1,37,37,9,9,133.2,Yes,No,No,Yes,Male,No,32,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,95.64
Single,39,1,9238,1,12,100.0,1,37,37,9,9,124.3,No,No,No,Yes,Male,No,47,No,3,9,9,9,13.11111111111111,0,3,7,7,7,14.857142857142858,0,10.8,1.4,1.74,Graduate,Graduate,6.43
Facto Union,39,1,9991,0,1,120.0,1,37,37,9,9,138.1,No,No,No,Yes,Male,Yes,37,No,0,5,8,5,13.0,0,0,5,11,4,13.333333333333334,2,16.2,0.3,-0.92,Dropout,Graduate,10.55
Married,39,1,8014,0,1,133.1,1,19,1,4,8,144.3,No,No,No,Yes,Male,No,41,No,6,10,10,10,12.5,0,3,7,7,7,12.142857142857142,0,10.8,1.4,1.74,Graduate,Graduate,3.79
Married,39,1,9003,1,1,150.0,1,37,37,9,6,140.0,No,No,No,Yes,Male,No,60,No,17,18,18,18,14.11111111111111,0,11,13,13,13,14.23076923076923,0,15.5,2.8,-4.06,Graduate,Graduate,1.78
Married,39,1,9254,1,1,120.0,1,1,19,9,9,148.3,No,No,No,Yes,Male,No,47,No,6,11,11,11,14.727272727272728,0,6,9,9,9,15.77777777777778,0,10.8,1.4,1.74,Graduate,Graduate,6.56
Single,39,1,8014,0,1,133.1,1,37,11,9,7,96.0,No,No,Yes,No,Male,No,50,No,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,98.24
Married,39,1,9991,0,19,133.1,1,38,38,90,90,121.7,Yes,No,No,Yes,Male,No,45,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,98.51
Single,39,1,9119,1,1,100.0,1,37,37,9,8,160.0,No,No,Yes,No,Male,No,45,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,98.58
Married,39,1,9085,1,1,133.1,1,37,37,90,90,110.3,No,No,No,Yes,Male,No,33,No,0,5,7,4,13.5,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate,Graduate,6.67
Single,1,1,9500,1,1,143.0,1,3,3,2,2,129.0,No,No,No,Yes,Male,No,18,No,0,8,8,7,13.105714285714283,0,0,8,8,7,13.105714285714283,0,10.8,1.4,1.74,Graduate,Graduate,0.89
Married,39,1,9085,1,1,120.0,1,37,37,6,6,150.0,No,No,No,Yes,Male,No,43,No,0,5,8,5,13.5,2,0,5,5,5,14.4,0,9.4,-0.8,-3.12,Graduate,Graduate,2.67
Single,43,1,8014,0,1,161.0,1,19,37,4,10,100.0,No,No,No,Yes,Male,No,44,No,9,13,18,13,11.846153846153848,0,9,11,11,11,12.0,0,12.7,3.7,-1.7,Graduate,Graduate,3.3
Single,39,1,9130,1,9,133.1,1,34,36,0,90,107.5,No,No,No,Yes,Male,No,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,99.27
Divorced,39,1,9670,1,1,140.0,1,2,1,3,9,170.0,No,No,Yes,No,Male,No,53,No,0,6,11,3,14.333333333333334,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,Dropout,98.81
Married,42,1,9991,0,6,123.0,1,37,37,9,9,123.0,No,No,No,Yes,Male,No,37,No,0,5,10,5,15.8,0,0,5,5,5,17.6,0,9.4,-0.8,-3.12,Enrolled,Enrolled,3.49
Single,43,1,9670,1,1,142.0,1,38,1,8,10,138.5,Yes,No,No,Yes,Male,No,18,No,0,6,16,5,13.8,0,0,6,7,5,12.4,0,13.9,-0.3,0.79,Enrolled,Enrolled,21.36
Single,43,1,33,1,19,133.1,1,38,38,4,4,140.0,No,No,Yes,Yes,Male,No,35,No,3,10,18,6,12.666666666666666,0,1,9,11,3,12.0,2,16.2,0.3,-0.92,Dropout,Dropout,89.66
Single,1,1,9254,1,1,115.0,1,19,1,3,7,113.6,No,No,No,Yes,Male,No,23,No,0,6,10,6,13.0,0,0,6,9,6,12.0,0,11.1,0.6,2.02,Enrolled,Graduate,3.24
Single,1,1,171,1,1,156.0,1,19,38,9,5,170.0,Yes,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Graduate,3.1
Single,39,1,8014,0,1,140.0,1,37,37,90,5,115.5,No,No,No,No,Male,No,33,No,0,6,6,1,11.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,99.33
Single,7,3,9130,1,3,130.0,1,37,26,90,10,130.0,No,No,No,No,Male,No,41,No,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,Dropout,99.79
Divorced,7,1,9500,1,3,140.0,1,37,38,9,7,140.0,No,No,No,Yes,Male,No,51,No,4,7,7,7,15.2,0,6,8,8,8,16.575,0,13.9,-0.3,0.79,Graduate,Graduate,6.2
Single,51,1,9670,1,1,140.0,1,12,5,3,3,126.6,No,No,No,Yes,Male,No,19,No,2,6,7,6,14.428571428571429,0,1,7,8,7,14.375,0,11.1,0.6,2.02,Graduate,Graduate,2.15
Single,39,1,9991,0,1,133.1,1,37,37,9,9,143.2,No,No,No,Yes,Male,No,35,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,Dropout,97.67
Single,1,2,171,1,1,131.0,41,19,1,4,7,131.4,Yes,No,No,Yes,Male,No,20,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Graduate,15.65
Single,43,1,9670,1,1,141.0,1,3,2,2,2,133.3,Yes,No,No,Yes,Male,No,18,No,0,6,13,4,13.75,0,0,6,8,5,11.2,0,13.9,-0.3,0.79,Enrolled,Enrolled,19.47
